id,created_at,full_text
1237828181639471108,Wed Mar 11 19:50:10 +0000 2020,are the worst ! Don ’ t help or care at all that they ’ ve returned my laptop with a new fault each time .
1237814179454685186,Wed Mar 11 18:54:32 +0000 2020,The angery bois .
1237803542372630533,Wed Mar 11 18:12:16 +0000 2020,"Activities for # Angry , # Worried Kids"
1237796211781963778,Wed Mar 11 17:43:08 +0000 2020,Ran out of Oreos so that ’ s my day so far
1237793294484193280,Wed Mar 11 17:31:33 +0000 2020,Conan the Barbarian # CONAN # ConanTheBarbarian # barbarianface # Marvelfanart # fantasy # RobertEHoward # Feral # angry https : …
1237793085683159040,Wed Mar 11 17:30:43 +0000 2020,That guy sounds fun to be around ...
1237790913553981441,Wed Mar 11 17:22:05 +0000 2020,"So , I 'm fuming . It 's lunchtime and I get to be hungry for the rest of the day because both of my bowls ( that I bought with my own money ) are not in the kitchen . So I do n't have a way to eat the food that I brought ."
1237787094296203264,Wed Mar 11 17:06:54 +0000 2020,Hey I would appreciate if you did n't run political ads while I 'm trying to relax and enjoy my music !
1237783370655870979,Wed Mar 11 16:52:07 +0000 2020,"This and completely sucks no baseball ⚾️ at T-Mobile til May at least , not happy # yes crying in baseball exists # angry 😡"
1237777887698096130,Wed Mar 11 16:30:19 +0000 2020,My laptop charger has stoped charging . I got my laptop in August wtf . the charger just stoped with no warning and now I have no way to charge my computer which I need for school ! !
1237772258573074434,Wed Mar 11 16:07:57 +0000 2020,"4 YO , 3rd day at child care . My first time meeting him . Quite , but he seems to listen . The preachol teacher is already discluding him from the activities ... `` I know you have n't been here long , but follow directions . '' What ? He is new and scared ! He dont know you !"
1237764783610494979,Wed Mar 11 15:38:15 +0000 2020,"He ’ s always angry . He ’ s just an angry pants . Angry , angry , angry . ALL the time ."
1237760800288358400,Wed Mar 11 15:22:25 +0000 2020,"# angry Anger makes you smaller , while , forgiveness forces you to grow beyond what you were ..."
1237760800133169153,Wed Mar 11 15:22:25 +0000 2020,# angry The embarrassment after the anger is biggest humiliation a person can experience .
1237754319010750464,Wed Mar 11 14:56:40 +0000 2020,You have an incredibly angry reaction to the facts I just presented . You must be a # brexiter . Why are you # brexiters so # angry about everything ?
1237752669739114497,Wed Mar 11 14:50:07 +0000 2020,"Premium High quality # LaptopSkins - # Angry Black # Wolf # Art for your Macbok Air , Macbok Pro , Macbok Pro Retina , and PC laptops . These 1 mm thick skins/stickers give personality to your device while also providing scratch resistance"
1237749100843536386,Wed Mar 11 14:35:56 +0000 2020,This Fother Mucker ... # dontdrinkandrive # drunk # crash # angry # car # warning # dashcam # safety # fail # failvideo …
1237740061279440903,Wed Mar 11 14:00:01 +0000 2020,"Here we have another # angry # scammer from noabulemugusplz.com This # mugu sent us a hangouts invite , which I accepted , and all of a sudden he starts video calling me . I reverse searched his picture and it explains everything ."
1237732200960925696,Wed Mar 11 13:28:47 +0000 2020,# VPL Simba SC is the first team to score a margin of five goals or more at first half this season .
1237730575747874816,Wed Mar 11 13:22:19 +0000 2020,And who secured the $ 21 million for this mass roundup plan ? -- - & gt ; and …
1237729715668082690,Wed Mar 11 13:18:54 +0000 2020,"But no big deal . Young people won ’ t die at 15 % rate , so why worry ?"
1237716378741813248,Wed Mar 11 12:25:55 +0000 2020,OMG is anyone ’ s down ? ? ?
1237707529783828480,Wed Mar 11 11:50:45 +0000 2020,may mispronounce a word or two during his 1 1/2 hour long # Rally but # Trump has never been # Angry - …
1237707278565900294,Wed Mar 11 11:49:45 +0000 2020,This Covid-19 messing my money up .
1237706967050792963,Wed Mar 11 11:48:31 +0000 2020,When you do have alot of work but you do n't know what to do ... .. - Hytham ( 2018 )
1237706034287796225,Wed Mar 11 11:44:48 +0000 2020,"I WJDJMD IMWIL TALKIG. , , TOM , ,EAT YOU ,"
1237703527235026944,Wed Mar 11 11:34:50 +0000 2020,may mispronounce a word or two during his 1 1/2 hour long # Rally but # Trump has never been # Angry - # AngryJoe seems to go off for no reason against # Women & amp ; # BlueColar # Voters - That ’ s why
1237702117604962305,Wed Mar 11 11:29:14 +0000 2020,"# Americans # usedToBe # angry about # wasteful , # oversized # SUVs . # ThenCame the # CrosoverVehicle . via"
1237691437111803904,Wed Mar 11 10:46:48 +0000 2020,Oh how young and angry we were ! patrickbuckley1987
1237687987712012289,Wed Mar 11 10:33:06 +0000 2020,"“ A soft answer turns away wrath , but grievous words stir up anger. ” If # angry do not blame others , take responsibility for your # anger . Dealing with anger around you ? Be willing to humble yourself and offer a gentle answer . Best way is to learn to release our worries to God ."
1237678169030897664,Wed Mar 11 09:54:05 +0000 2020,"It 's 4:30a , I just walked into my bunker , and I 'm ready for a fight . Now to find my shiv made out of a Taco Bell spork ... .."
1237674181585776640,Wed Mar 11 09:38:14 +0000 2020,"`` I dedicate a day to # catcall men of any kind , in the streets of Antananarivo : pst ! pst ! , come here ! , These b*ts ! , I like your pants ! ... None was happy , they were # embarrassed , # angry , # afraid . So why assuming women like # catcalling ? We do n't ! ! ! ''"
1237671601774059521,Wed Mar 11 09:27:59 +0000 2020,Self Respect Releasing Today
1237661895580139522,Wed Mar 11 08:49:25 +0000 2020,Thanks # prestigeflowers everyone loves receiving # dead flowers
1237656732836323328,Wed Mar 11 08:28:54 +0000 2020,I 'm angry ... . 😷
1237633738651172867,Wed Mar 11 06:57:32 +0000 2020,The feeling I get when I have 1/3 of a video edited and the editing software crashes which loses all of my progress ; thus…
